1;шорты;L;5969;female;47327;988;false
2;штаны;XL;17078;female;2560764;313;true
3;шляпа;M;13828;female;7725263;733;false
4;кроссовки;XXL;18902;female;5908949;526;false
5;ремень;L;11734;female;4637729;121;false
6;кроссовки;XL;4320;female;3141868;745;true
7;ботинки;M;13452;female;2287177;984;false
8;ботинки;XS;1068;male;2118848;204;true
9;ботинки;L;10317;female;7508909;346;false
10;шляпа;S;19216;female;8531460;735;true
11;шляпа;XS;18643;male;4565298;399;false
12;ботинки;XL;17335;female;648947;477;false
13;футболка;XL;14549;male;495759;259;true
14;футболка;XL;5703;male;8107732;307;true
15;кроссовки;S;14300;male;4176364;987;false
16;штаны;XL;7267;male;34962;103;false
17;кроссовки;M;7152;male;124199;207;false
18;шорты;XXL;11859;male;4414295;239;true
19;ботинки;S;19421;female;4048623;528;true
20;шляпа;S;12304;female;2370649;752;true
21;кроссовки;L;12879;male;8101226;162;false
22;шляпа;M;160;male;7175596;108;false
23;куртка;S;1425;female;4006571;77;true
24;ботинки;M;17384;male;3347927;361;true
25;куртка;M;15478;male;7697202;327;true
26;штаны;XXL;16589;female;5007624;674;false
27;шорты;L;4176;female;6079899;852;false
28;футболка;S;6243;female;8333235;653;true
29;футболка;M;7146;female;2106009;858;false
30;ремень;S;2319;male;4491404;825;true
31;футболка;S;737;female;8323932;962;false
32;кроссовки;L;13676;male;5896114;91;false
33;кроссовки;M;2504;female;6224279;226;false
34;ботинки;S;431;female;8737331;123;true
35;кроссовки;XS;19345;male;5741624;865;true
36;футболка;XS;8404;female;8609405;801;true
37;штаны;XS;15398;female;6354587;156;false
38;ремень;XL;1894;male;3515041;358;true
39;майка;XL;8423;female;5366070;242;true
40;ботинки;XL;18882;female;6955761;783;false
41;шляпа;XXL;6034;male;4776144;611;true
42;штаны;XS;7645;female;8551498;202;false
43;шляпа;M;14660;female;696036;401;true
44;шляпа;M;7184;male;892185;346;true
45;ремень;XS;11636;female;7533322;700;true
46;шорты;XL;5239;male;5117394;99;false
47;футболка;XL;18424;male;6526303;900;true
48;шорты;XXL;9258;male;6384876;627;false
49;куртка;S;6488;male;8888753;890;false
50;ботинки;XXL;19451;male;3263911;472;false
51;футболка;S;8518;male;1064914;875;true
52;кроссовки;XXL;15422;male;1375270;86;true
53;шляпа;L;8395;male;2955806;885;true
54;майка;M;18750;male;1665856;489;true
55;ботинки;XXL;12721;female;6841304;327;true
56;ремень;XL;149;female;3874703;571;false
57;кроссовки;L;11549;male;5756312;641;true
58;штаны;S;16865;male;4856775;933;false
59;куртка;S;355;female;2660626;569;false
60;шляпа;M;14198;female;2681166;419;false
61;шорты;XL;1323;male;1099375;379;true
62;футболка;L;1683;female;1661661;521;false
63;майка;M;10439;male;5803513;601;false
64;штаны;L;14528;male;2460471;467;true
65;майка;XXL;5971;female;989385;656;true
66;майка;XS;15851;male;3211050;104;true
67;ботинки;XL;8937;male;4877919;32;true
68;футболка;XXL;1900;female;7391614;170;false
69;футболка;M;15550;male;1768286;247;true
70;ремень;S;9975;female;5167293;699;false
71;куртка;M;9972;male;2637568;228;false
72;штаны;XL;6305;female;5373963;557;false
73;шорты;XS;12613;female;3832841;817;true
74;штаны;S;18470;male;6836397;768;true
75;футболка;L;9901;female;6675408;74;true
76;шорты;M;1043;female;2406563;683;false
77;кроссовки;XXL;13326;male;3998581;104;false
78;кроссовки;M;19238;male;4306169;236;false
79;куртка;S;8066;female;4829165;158;false
80;шорты;S;15158;male;2549546;781;false
81;футболка;S;12334;male;2772335;623;false
82;шляпа;XS;14775;female;6774330;771;false
83;штаны;XXL;3424;male;5642593;692;true
84;штаны;S;1177;female;1967266;736;false
85;ботинки;XXL;4006;female;5837724;637;true
86;куртка;L;18545;male;2978038;657;true
87;ремень;XXL;6879;male;1949822;454;false
88;куртка;M;7948;male;5442559;519;true
89;ботинки;S;8391;female;8078716;386;false
90;ботинки;L;5223;male;5278988;978;true
91;шляпа;XL;17793;male;4324806;522;false
92;шляпа;M;6212;male;7679432;643;true
93;майка;M;15167;female;3990140;710;false
94;шляпа;L;17766;female;4633977;849;false
95;ремень;L;16002;female;4406225;283;true
96;штаны;M;17754;female;6598593;631;true
97;майка;XS;13742;male;3603471;409;true
98;ботинки;S;19560;female;96712;736;false
99;кроссовки;M;13631;female;2745684;158;true
100;шляпа;L;1121;female;5827997;162;true
101;кроссовки;L;17895;female;3168392;6;true
102;ботинки;S;493;male;8242427;859;false
103;шорты;XS;11644;female;3984219;186;false
104;футболка;XXL;10137;female;5795275;963;false
105;кроссовки;S;18001;female;4650781;26;true
106;куртка;XL;19986;female;1941423;177;true
107;майка;XXL;18228;female;3576519;651;false
108;куртка;M;6895;male;7155790;489;false
109;штаны;S;18499;female;3733333;454;true
110;майка;XS;18420;female;6202268;971;false
111;майка;XXL;11837;male;8584478;616;false
112;ремень;XL;2951;male;87708;859;false
113;шляпа;XS;10490;female;7489315;309;true
114;кроссовки;S;3796;male;3628659;244;true
115;майка;XS;11432;female;270719;649;false
116;шорты;XS;18371;male;1721345;274;true
117;майка;S;12059;female;4565888;66;false
118;футболка;XXL;8037;male;1955826;729;true
119;шорты;L;15046;female;3564209;207;false
120;куртка;XXL;11915;female;2618766;577;false
121;футболка;L;4972;male;7567262;776;false
122;шорты;XS;6816;male;5090400;273;true
123;ботинки;XS;2668;female;831762;935;false
124;шляпа;M;13322;male;2798182;99;true
125;футболка;L;16031;male;803864;835;false
126;шорты;S;8128;female;2709112;471;false
127;футболка;XXL;14462;female;4993821;620;false
128;куртка;XS;14235;female;7365168;15;true
129;шорты;XXL;1528;male;7049215;500;true
130;шорты;L;16457;female;2026854;148;false
131;майка;L;11207;female;7575015;984;false
132;шляпа;XL;14552;male;3262203;888;false
133;ремень;XS;17534;male;5295248;303;false
134;куртка;XL;6704;male;1850096;597;true
135;куртка;L;497;male;7480608;896;false
136;шорты;S;556;female;7632139;252;false
137;ботинки;XS;5671;male;2636983;616;true
138;футболка;XXL;3259;female;4252059;380;true
139;майка;XXL;11835;female;4886784;90;true
140;шорты;XS;14961;male;1856013;175;false
141;футболка;S;961;male;4878904;16;true
142;шляпа;S;7453;female;8662822;550;true
143;ремень;XL;6125;female;2417145;494;true
144;майка;S;15506;female;4342314;668;false
145;куртка;XL;10552;male;4086299;529;false
146;кроссовки;XS;5305;female;6818405;698;true
147;куртка;XXL;11697;male;1652993;96;true
148;шляпа;XXL;19271;male;6766322;298;true
149;штаны;XL;17769;female;3884025;81;true
150;ремень;L;12353;male;7900964;365;true
151;ботинки;XXL;12145;female;5955855;353;true
152;куртка;XS;11304;male;1920366;482;true
153;ботинки;XXL;6481;female;5313864;111;true
154;футболка;M;16971;female;5960399;537;false
155;куртка;XL;9103;male;3839220;520;true
156;куртка;M;14204;female;7145375;709;true
157;штаны;XS;4526;male;3736977;842;true
158;ботинки;XXL;2973;male;4081653;554;false
159;шляпа;L;19962;female;1408303;461;true
160;кроссовки;M;16171;female;5705000;108;false
161;шляпа;L;9469;female;6985865;954;false
162;футболка;M;19085;male;6000478;205;true
163;футболка;XL;9033;male;8383981;162;false
164;куртка;XS;3727;male;2736467;567;false
165;ботинки;M;6534;female;1180365;452;true
166;ботинки;L;7212;male;1885923;532;false
167;шляпа;L;7797;male;8623276;962;true
168;шорты;XXL;1264;male;6470197;324;false
169;шляпа;XL;3585;female;1538804;93;false
170;шорты;XS;5242;female;3439872;732;true
171;майка;L;15381;female;393333;511;false
172;шорты;XL;11523;female;1139973;816;true
173;шорты;XS;17608;female;8543165;296;true
174;шорты;S;824;male;3385892;514;true
175;шляпа;XL;14141;male;1967897;952;true
176;майка;XS;6353;female;2639920;834;false
177;куртка;XL;15085;male;17275;975;true
178;шорты;S;18391;female;3278027;268;true
179;штаны;L;6531;male;7525474;822;true
180;шляпа;L;17584;male;2582067;478;true
181;футболка;XS;15515;female;5487551;816;false
182;майка;M;2203;female;7933000;401;false
183;штаны;XS;4441;female;7048425;44;false
184;ремень;XL;3559;female;1057186;789;true
185;майка;XL;11484;male;2748247;463;false
186;футболка;M;11661;female;2276021;378;false
187;ботинки;XS;2207;male;876506;939;true
188;куртка;XS;18172;male;6111330;342;true
189;ремень;L;7954;male;1989534;276;true
190;майка;XS;14223;male;7543159;746;false
191;штаны;L;10573;male;3927604;226;true
192;ремень;L;15360;female;1144899;727;false
193;шорты;XXL;12795;male;2285690;398;true
194;майка;L;10742;female;3037161;834;false
195;кроссовки;XS;1061;male;2104234;840;true
196;шорты;XS;14138;male;1880514;12;false
197;куртка;XXL;16078;female;2998444;48;false
198;ботинки;XS;545;male;7179889;541;true
199;куртка;XS;17615;male;7645888;485;true
200;штаны;XS;19788;female;3210407;883;false
201;футболка;S;11365;female;6465686;971;true
202;футболка;M;16115;male;4925673;707;true
203;майка;XXL;2026;male;7476113;770;true
204;ремень;M;3232;male;4886942;872;false
205;ботинки;XL;17061;female;2342763;517;true
206;шорты;M;10423;female;6574748;31;false
207;штаны;L;2741;male;1159485;235;true
208;футболка;S;13764;male;7977653;546;true
209;ремень;M;12387;male;2641697;715;true
210;штаны;XS;8159;female;8127954;897;false
211;шляпа;XL;6055;male;3640255;612;false
212;майка;S;1218;female;7623830;176;false
213;ремень;XL;13253;male;8422499;254;true
214;штаны;XL;19833;female;1278148;285;false
215;куртка;L;4797;female;8853603;824;true
216;ремень;XXL;4625;male;2818985;524;false
217;футболка;L;15501;male;7217193;874;false
218;майка;L;15364;female;7770751;873;true
219;футболка;XXL;6358;female;1868129;597;true
220;майка;S;15673;female;2163736;22;true
